nChannel	strChannelName	indStart	indStop	indDuration	Event_RMS	Window_RMS	EventPeak2Peak	SNR	Amplpp	PowerTrough	Ftrough	PowmaxFR	fmax_FR	EvPassRejection
1	Fp1-Fp2	179473	179556	83	12.0477932525838	2.41905077265804	49.362918279469	24.8041897433069	49.362918279469	1.62043175430369	99	1.75668989512741	98	0
4	T3-T5	3101	3150	49	3.64910206951628	1.66653758240136	14.2018394214538	4.7944831709943	14.2018394214538	0.595816510131151	145	0.642309955429187	160	1
4	T3-T5	443504	443553	49	3.32291643458138	1.90164705444279	12.4851513179106	3.0533670120782	15.3312545129242	0.679138683897366	155	0.791202865059886	169	0
6	Fp2-F8	179458	179598	140	13.5443554212294	2.142348384693	65.506966922039	39.9702155757708	65.506966922039	1.32369750324856	224	1.68028765479113	300	0
7	F8-T4	142007	142083	76	5.05723893275828	1.99286827938674	17.480903828662	6.43976109884572	17.480903828662	0.302781265241547	NaN	2.95352984285686	300	1
8	T4-T6	49714	49794	80	9.39741930840532	2.05722868639064	44.1045363136658	20.8666180890077	44.1045363136658	1.40303306991927	96	1.40799014646862	101	0
8	T4-T6	72409	72456	47	4.81770327125683	2.08246120684038	16.2358973476626	5.35212509515749	16.2358973476626	0.600074540386075	165	0.617272288890531	169	1
8	T4-T6	179496	179557	61	8.30694187358579	2.10916630940707	35.0014192393755	15.5117462628721	35.0014192393755	2.2657553494645	92	3.17071432617555	127	0
8	T4-T6	204528	204612	84	5.01149997937808	2.17781346282576	19.2037545103605	5.29534315977631	19.2037545103605	0.629636887709941	121	0.786377340746517	120	1
9	T6-O2	49701	49783	82	8.71315341916488	2.0034450031685	38.8333324292008	18.9145438433321	38.8333324292008	1.34575125382418	93	1.40333304450646	101	0
9	T6-O2	509369	509421	52	4.92610320671731	1.95778095638105	19.0945181722154	6.33109475520043	19.0945181722154	0.840634878638644	148	2.56901372575548	147	1
11	F3-C3	179493	179567	74	10.7738875799333	2.00410192123825	48.2229061241108	28.9004942768108	48.2229061241108	1.43648983752014	NaN	5.35527114415828	300	0
12	C3-P3	179492	179569	77	12.2931525744536	2.05596713048807	54.5564851768646	35.7514951806584	54.5564851768646	1.69367655377619	241	2.59869057732619	300	0
13	P3-O1	430694	430740	46	3.48630090243122	1.91501996757413	12.2344403792426	3.31423365685809	13.6872849528597	0.836372438388827	181	1.87619760739225	180	0
15	F4-C4	474103	474196	93	4.53030766763071	1.7514819896225	17.465160099271	6.69027613070843	17.465160099271	0.652873347348554	117	0.863522183498057	137	1
16	C4-P4	120096	120156	60	3.99310683590983	1.74818408811442	13.2831099114186	5.21732071187188	13.2831099114186	1.2901364020919	83	0.312902398428518	82	1
16	C4-P4	202832	202887	55	3.71791186695174	1.73439966740333	13.4523151629128	4.59515132679654	13.6484854960032	0.586394217801515	126	0.710905695597764	143	1
16	C4-P4	490429	490494	65	4.00075285181045	1.48412919142096	14.1713219822262	7.26674687119279	14.1713219822262	0.620895324709108	158	0.675972164234294	160	1
18	Fz-Cz	179457	179627	170	31.385004294358	2.0505028563082	177.579345526504	234.273749097866	177.579345526504	2.87599792264092	126	3.68095799501671	125	0
19	Cz-Pz	179457	179626	169	35.4067585145033	2.44055054834726	198.691441155556	210.473161034093	198.691441155556	2.54498468643452	258	3.78849991122214	300	0
20	Fp1-Fz	179483	179550	67	15.3051205976093	2.16285063531165	69.2337067533476	50.0749420167146	69.2337067533476	2.83830237178858	226	4.39296863502502	300	0
23	F3-Fz	179494	179553	59	10.3145903373964	1.83504753535571	39.0967078723374	31.5943431085001	39.0967078723374	1.50194754701603	123	2.41099517342435	300	0
24	F8-F4	179472	179587	115	8.09263580153191	1.79133932445934	37.784602026766	20.4091196703659	37.784602026766	0.848230742528488	NaN	4.53679492196206	300	0
25	F4-Fz	340171	340217	46	3.38248670614633	1.84019149720876	11.2748534092912	3.37867297071294	13.846645854693	0.46643496987246	190	1.88771550931596	189	0
26	T3-C3	179475	179574	99	10.360452524503	1.93124954599581	44.9292414667744	28.7793287740919	44.9292414667744	1.08487183807853	NaN	5.55771706339207	300	0
