nChannel	strChannelName	indStart	indStop	indDuration	Event_RMS	Window_RMS	EventPeak2Peak	SNR	Amplpp	PowerTrough	Ftrough	PowmaxFR	fmax_FR	EvPassRejection
2	Fp1-F7	489067	489118	51	11.0895145662258	1.98410202142879	44.9845661159916	31.2389963423947	44.9845661159916	2.0376933441896	135	2.1092419188635	142	0
3	F7-T3	163403	163532	129	12.5392377859341	3.06003985668083	74.8663941192392	19.2038776949752	74.8663941192392	4.05454913299364	83	4.61536707422082	82	0
3	F7-T3	163677	163730	53	7.19405400749469	4.25454051676833	29.854367427152	6.14012873037594	74.8663941192392	1.1468257507622	134	1.23752100135337	152	1
3	F7-T3	184234	184327	93	18.7089096878059	1.70638141291759	86.6544815327137	120.211144905348	86.6544815327137	0.965432019980238	NaN	9.22694092200282	300	0
3	F7-T3	188401	188496	95	9.34170482904994	1.89933470139976	42.4195827432892	24.1907467788426	42.4195827432892	3.07296152498551	86	4.48859398505372	85	0
3	F7-T3	360927	361033	106	7.91046270830084	1.58091298775386	38.1734296959593	25.0373200157438	38.1734296959593	1.40172684652952	83	4.80818174132889	82	1
3	F7-T3	489074	489197	123	21.9353851083578	1.96376540182994	130.350032098703	124.770328500563	130.350032098703	3.26336106143169	120	9.88622724834081	119	0
4	T3-T5	163322	163552	230	33.1546649070654	3.25666447062577	269.704597745992	103.643782306839	269.704597745992	1.93333430006314	NaN	20.7022084663674	300	0
4	T3-T5	184233	184322	89	19.5607523689928	1.59645120833352	87.9014298240123	150.127347156292	87.9014298240123	0.959615873824089	NaN	9.640900536837	300	0
4	T3-T5	188401	188497	96	9.17185889632561	1.97214508809381	41.237658191115	21.6290281063125	41.237658191115	2.75975722192808	88	2.75795142347115	87	0
4	T3-T5	360910	361068	158	15.4886159143574	1.69341912575903	109.687202464729	83.6558467985414	109.687202464729	1.99218970413599	83	1.91557177692124	82	0
4	T3-T5	489048	489178	130	14.2991773671771	1.61121312415551	74.5343111487193	78.7618892273904	74.5343111487193	2.1549190781922	89	2.40889527974434	110	0
4	T3-T5	539202	539291	89	5.27729066876178	1.90275842956564	21.6202059058267	7.69227357676688	25.6179394839509	1.31714167792907	113	1.68567392372273	112	1
5	T5-O1	163347	163634	287	28.3217050992165	2.12228065082542	264.659160344061	178.087387771836	264.659160344061	1.33263382560375	NaN	12.270532460942	300	0
5	T5-O1	360913	361031	118	16.0589488651984	1.77831442860173	106.773499336047	81.5487157472915	106.773499336047	1.63695369854363	NaN	9.9528371043967	300	0
15	F4-C4	37242	37293	51	2.77562766450716	1.64805895348094	8.78873436030753	2.83646173330517	12.9523870092814	0.539851694473749	192	1.44921211407435	191	0
16	C4-P4	33323	33372	49	2.56755106938425	1.393083836611	7.91048612607949	3.39690713773095	9.6718836166374	0.165822113135059	155	1.20670244779889	196	0
22	F7-F3	489049	489119	70	10.5277524077198	1.99935035428011	47.4216624032791	27.7264021026069	47.4216624032791	1.8894506496112	139	4.73946857636257	138	0
23	F3-Fz	121023	121072	49	3.27084745885049	1.75260895683235	11.7404216226888	3.48297636545244	12.370038051992	1.53327932402826	83	0.712225777584613	82	0
23	F3-Fz	476907	476958	51	3.28092592908486	1.83995916482957	11.8460154864544	3.17962924167729	11.9193274535055	1.43709616417223	83	0.82435096231517	82	0
23	F3-Fz	540870	540912	42	2.77670495430192	1.73471806961253	8.37631548853154	2.56213297354752	11.7523859655324	0.611104261034377	61	1.3512626166721	82	0
24	F8-F4	487602	487644	42	2.77318505545605	1.65038767533973	8.41792465473862	2.82348678053525	12.0980021875466	0.143039310078727	135	1.63686069144238	194	0
26	T3-C3	163405	163532	127	12.3495741395371	3.20309485137384	75.7885685546648	14.8649812149753	75.7885685546648	4.07447907207572	83	4.13247302029266	82	0
26	T3-C3	184206	184327	121	16.9106995461626	1.47194856684862	87.9878651781456	131.989042039386	87.9878651781456	0.88509080716724	NaN	7.31945261379546	300	0
26	T3-C3	188389	188499	110	8.08120128093417	1.75183470562042	34.498528543157	21.2797046642571	34.498528543157	2.29491189530129	90	3.81554502391932	89	1
26	T3-C3	360924	361019	95	8.36313087175611	1.54195045061936	39.2079323806757	29.4169030700203	39.2079323806757	1.47264266343453	83	4.71304009872426	82	0
26	T3-C3	489041	489184	143	13.549179268962	1.61443446225509	75.173561105805	70.4344517925945	75.173561105805	1.85714060413061	92	1.91276730513909	109	0
27	C3-Cz	149487	149535	48	2.61592282772651	1.54539857456616	8.52181381041055	2.86529169377732	10.8873075594586	0.525578194614138	186	1.58377071021772	185	0
30	T5-P3	163321	163613	292	26.9305446902818	2.00296964486824	257.431558784123	180.776319302772	257.431558784123	1.16300216059585	NaN	12.4861045638943	300	0
30	T5-P3	360937	361031	94	17.0502609585728	1.83605994093527	103.974104010372	86.2359496242299	103.974104010372	2.22111554531907	NaN	11.5024124608095	300	0
30	T5-P3	447695	447740	45	3.29647156377521	1.58071113708459	11.5094156828918	4.34904239423124	11.7130476718866	0.683151618358874	175	1.78125891727498	174	1
33	P4-Pz	138686	138732	46	2.31012484126985	1.40186354008117	7.815450624915	2.71556010074042	9.76245711233787	0.267693353599385	112	0.900994756566789	195	0
38	C3-Fz	483752	483804	52	3.17210502429103	1.90162999304766	9.83484134048103	2.78255065014447	13.9563745770596	0.888983450136521	61	1.65051750733475	82	0
41	T5-C3	163267	163613	346	24.661761945112	1.73601072438749	252.596505146853	201.810331165346	252.596505146853	1.07128892412862	NaN	10.4655140641452	300	0
41	T5-C3	360935	361031	96	16.5705753928502	1.82994204594066	103.758883458547	81.9974801315426	103.758883458547	2.12448388523737	NaN	11.7685091478417	300	0
45	T3-P3	163405	163532	127	12.2841517788649	3.17773189369271	74.3903834698365	14.9436209125633	74.3903834698365	3.84778860525691	83	3.90862445330743	82	0
45	T3-P3	184233	184325	92	19.2984458896499	1.48731670370731	88.339480662257	168.359552303964	88.339480662257	1.0431580758634	NaN	9.49909264336036	300	0
45	T3-P3	188398	188497	99	8.7994242465099	1.74850131652387	39.138288633643	25.3265822175374	39.138288633643	2.83616984783588	91	4.19552010570305	90	0
45	T3-P3	360925	361037	112	7.51674781994097	1.48105585527932	34.5319227842015	25.7582934000385	34.5319227842015	1.09423651549633	85	0.871162959087562	84	1
45	T3-P3	489047	489180	133	14.4597099250278	1.53689178545583	80.1208531340074	88.5182017681135	80.1208531340074	2.12918497558527	91	2.24691054485196	110	0
49	T3-F3	163404	163662	258	11.3736650556528	2.23004908003183	79.8691352468372	26.0118970441397	79.8691352468372	3.10585805413369	83	5.27416605608699	82	0
49	T3-F3	184235	184327	92	19.6199684487973	1.53591641984883	89.3165196417351	163.177938702774	89.3165196417351	1.52795287750575	132	9.77409739466341	131	0
