nChannel	strChannelName	indStart	indStop	indDuration	Event_RMS	Window_RMS	EventPeak2Peak	SNR	Amplpp	PowerTrough	Ftrough	PowmaxFR	fmax_FR	EvPassRejection
1	Fp1-Fp2	96868	97474	606	16.7553557656348	2.56276571918263	120.312263700859	42.7454108024961	120.312263700859	3.3312257673405	130	6.89420614249048	129	0
1	Fp1-Fp2	278190	278429	239	34.7770573862463	2.23531435333084	253.929095889525	242.051874552811	253.929095889525	5.17419173573771	111	9.20662896285756	110	0
2	Fp1-F7	96865	97531	666	13.3700156474939	1.81516385615295	89.6599759709014	54.2540496676092	89.6599759709014	2.72985490959577	129	5.60048863911748	128	0
2	Fp1-F7	278236	278341	105	18.3969369030741	1.8776802574458	84.8208457264277	95.9948109609115	84.8208457264277	4.77623038055829	145	6.08355997633994	144	0
6	Fp2-F8	96920	97001	81	12.6121704406259	3.88991037607364	49.3061645007758	25.820475532527	49.3061645007758	1.06100191579216	146	7.12299274738378	145	0
6	Fp2-F8	97132	97490	358	7.49251017718571	3.4815994270109	35.7691045718866	9.61393628327456	49.3061645007758	1.55981902979964	83	1.29528302904707	82	1
6	Fp2-F8	278190	278433	243	35.5535271379285	2.37546134739365	257.832148009926	224.011053104926	257.832148009926	3.82395770084797	109	2.26969276216154	108	0
7	F8-T4	161097	161200	103	7.21790623167454	2.86736161410206	34.9716572143086	6.33661816072499	37.9622641977108	1.0444756505672	105	4.06210622959385	104	1
7	F8-T4	301538	301607	69	7.04240685028614	2.97508882919981	25.7023684221229	5.60328029693479	25.9977035608482	1.59542464173339	83	1.64509193680042	82	1
7	F8-T4	559049	559104	55	9.62991869064655	2.56120807573678	32.2980596713292	14.1369432748036	32.6945119341128	1.62184887445681	106	4.68610014090569	105	1
8	T4-T6	558966	559117	151	6.92958033025462	2.68679625236397	32.9587700871122	6.65187990216231	32.9587700871122	1.8628240488449	90	3.19439891717611	89	1
10	Fp1-F3	96858	97531	673	15.894387092959	1.97525370162363	117.081378085249	64.750302638271	117.081378085249	4.42565251052719	83	6.4995961354476	82	0
10	Fp1-F3	278233	278318	85	24.3742513406187	2.00770397134317	104.262578303727	147.388369411444	104.262578303727	5.00016897436185	140	6.48273636906587	139	0
11	F3-C3	96930	97011	81	7.14448863303321	2.26225191009279	35.3503966620709	9.97379349589932	35.3503966620709	1.47271257875474	83	1.34682851464738	82	0
